"subject","competence","code","cycle","text"
"NMG","NMG.11.1","NMG.11.1.b","2","können beschreiben, wie Menschen mit menschlichen Grunderfahrungen umgehen und daran Anteil nehmen. (z.B. Erfolg, Niederlage, Krankheit, Geburt, Tod, Abschied).
"
"NMG","NMG.11.1","NMG.11.1.c","2","können an Beispielen beschreiben, wie Religionen menschliche Grunderfahrungen rituell gestalten (z.B. Umgang mit Geburt, Erwachsenwerden und Tod).
"
"NMG","NMG.11.1","NMG.11.1.d","2","können menschliche Grunderfahrungen aus unterschiedlichen Perspektiven betrachten und vergleichen (z.B. verschiedene Kulturen, Generationen, Geschlecht).
"
"NMG","NMG.11.2","NMG.11.2.a","1","lernen in Bezug auf Erlebtes und Erzähltes Neugier, Staunen, Befremden und Verwunderung auszudrücken, äussern sich dazu und stellen Fragen.
"
"NMG","NMG.11.2","NMG.11.2.b","1","stellen Fragen, die man nicht abschliessend beantworten kann und denken über sie nach und tauschen sich aus (z.B. Was ist Glück? Warum sind wir unterschiedlich?).
"
"NMG","NMG.11.2","NMG.11.2.c","2","nehmen zu philosophischen Fragen verschiedene Perspektiven ein und bilden sich eine eigene Meinung.
"
"NMG","NMG.11.3","NMG.11.3.a","1","können beschreiben, was ihnen und Menschen in ihrer Umgebung wertvoll und bedeutsam ist. Verbindliche Inhalte: materielle und immaterielle Werte
können dabei materielle und immaterielle Werte unterscheiden (z.B. Besitz, Freundschaft).
"
"NMG","NMG.11.3","NMG.11.3.b","1","können verschiedene Normen und ihre Geltungsbereiche unterscheiden und über ihren Sinn nachdenken (z.B. Duzen oder Siezen; verschiedene Umgangsformen und Regeln in Schule, Familie oder Freizeit, Verkehrsregeln).
"
"NMG","NMG.11.3","NMG.11.3.c","2","können beschreiben, wofür sich Menschen engagieren und reflektieren, welche Motive und Werte darin zum Ausdruck kommen. Gerechtigkeit, Menschlichkeit, Solidarität
"
"NMG","NMG.11.3","NMG.11.3.d","2","können im eigenen Handeln Werte erkennen und beschreiben, wie sie Verantwortung übernehmen können (z.B. Ressourcennutzung, zwischenmenschlicher Umgang).
"
"NMG","NMG.11.3","NMG.11.3.e","2","können Werte und Normen verschiedener Generationen vergleichen (z.B. Gehorsam, Bedeutung materieller Güter, Freizeit).
"
"NMG","NMG.11.3","NMG.11.3.f","2","können Werte, die in ihrem Leben bedeutsam sind, beschreiben, vertreten und mit denen von anderen vergleichen.
"
"NMG","NMG.11.4","NMG.11.4.a","1","können in Geschichten und Alltagssituationen gerechte und ungerechte Momente wahrnehmen und benennen.
können anhand dieser Geschichten und Alltagssituationen über Schritte zu mehr Gerechtigkeit sprechen.
"
"NMG","NMG.11.4","NMG.11.4.b","1","können ethisch problematische Situationen aus der Lebenswelt beschreiben und diskutieren (z.B. Ungerechtigkeit, Gewalt).
"
"NMG","NMG.11.4","NMG.11.4.c","2","können Informationen zu ethisch problematischen Situationen erschliessen und Möglichkeiten zur Verbesserung der Situation erwägen (z.B. Krieg, Ausbeutung, Sexismus, Fortschritt).
"
"NMG","NMG.11.4","NMG.11.4.d","2","können ethisch problematische Situationen aus verschiedenen Perspektiven betrachten und einen Standpunkt einnehmen.
"
"NMG","NMG.12.1","NMG.12.1.a","1","können in der Umgebung Spuren religiösen Lebens entdecken und benennen (z.B. Kirche, Bilder, Namen). Verbindliche Inhalte: Kirchen, Statuen, Hausinschriften, Symbole
"
"NMG","NMG.12.1","NMG.12.1.b","1","können in Bildern religiöse Gestalten und Motive identifizieren und beschreiben (z.B. Barmherziger Samariter, Arche Noah, Leben Jesu). Verbindliche Inhalte: religiöse Gestalten und Motive
"
"NMG","NMG.12.1","NMG.12.1.c","2","können in der Umgebung und in Medien religiöse Spuren entdecken, Informationen dazu erschliessen und darstellen. Verbindliche Inhalte: Friedhof, religiöse Gebäude, Gegenstände, Symbole
"
"NMG","NMG.12.1","NMG.12.1.d","2,3a","können in der Sprache (z.B. Ausdrücke, Redewendungen) religiöse Motive identifizieren und ihre Bedeutung erschliessen.
"
"NMG","NMG.12.2","NMG.12.2.a","1","können bekannte Geschichten aus der Bibel und aus verschiedenen Religionen nacherzählen.
"
"NMG","NMG.12.2","NMG.12.2.b","1","können zum Leben bedeutender Gestalten aus verschiedenen Religionen Geschichten erzählen. Verbindliche Inhalte: Mose, Jesus, Mohammed, Buddha
"
"NMG","NMG.12.2","NMG.12.2.c","2a","können erläutern, wie religiöse Texte und Schriften traditionell verwendet werden. Verbindliche Inhalte: Bibel, Torah, Koran, Pali-Kanon, Veden; Gebet, Gottesdienst, Fest; Erzählen, Vortragen, Kalligraphieren, Memorieren
"
"NMG","NMG.12.2","NMG.12.2.d","2b,3a","können in Texten verschiedener Religionen religiöse Vorstellungen erkennen (z.B. Jenseitsvorstellungen, Gebote, Wunder, Gestalten).
"
"NMG","NMG.12.2","NMG.12.2.e","2b,3a","können religiöse Sprachformen erkennen und von geschichtlichen Darstellungen und naturwissenschaftlichen Erkenntnissen unterscheiden. Schöpfungsmythen, Legenden, Gleichnisse
"
"NMG","NMG.12.3","NMG.12.3.a","1","können Rituale im Tagesablauf erkennen (z.B. Tischrituale, Gutenacht-Ritual, Verabschiedung, Gebet).
"
"NMG","NMG.12.3","NMG.12.3.b","1","können Merkmale von Ritualen wahrnehmen und über ihre Wirkung sprechen (z.B. Wiederholung, bestimmte Handlung/Zeichen, benutzte Gegenstände).
"
"NMG","NMG.12.3","NMG.12.3.c","2","können anhand von Gebäuden Rituale und Bräuche in Religionen beschreiben. Kirche, Moschee, Synagoge, Tempel; Gebet, Gottesdienst, Segen
"
"NMG","NMG.12.3","NMG.12.3.d","2","können zu Bräuchen (z.B. Fasten, Kleidung) und ausgewählten Ritualen im Lebenslauf (z.B. Geburtsrituale, Hochzeit, Begräbnis) Hintergrundwissen erschliessen und sie den entsprechenden Religionen zuordnen.
"
"NMG","NMG.12.3","NMG.12.3.e","2b,3a","können Rituale und Bräuche der Religionen miteinander vergleichen und Unterschiede in der Praxis beschreiben (z.B. regionale und konfessionelle Unterschiede).
"
"NMG","NMG.12.4","NMG.12.4.a","1","können von Festanlässen in der Familie oder der Umgebung erzählen (z.B. Geburtstag, Weihnachten) und Merkmale benennen (z.B. Vorbereitung, Rollen, Rituale, Gegenstände).
"
"NMG","NMG.12.4","NMG.12.4.b","1","können einige Feste verschiedener Religionen beschreiben, über die Funktion von Festen nachdenken (z.B. Gemeinschaft, Erinnerung, Freude) und vergleichbare Elemente erkennen (z.B. Speisen, Dekoration, Gaben, Besuche, Geschichten).
"
"NMG","NMG.12.4","NMG.12.4.c","2","können Hauptfeste des christlichen Kirchenjahres, Brauchtum und Festzeiten verschiedener Religionen anhand ihrer Bräuche und Erzählungen erläutern und miteinander vergleichen. Verbindliche Inhalte: Weihnachten, Ostern, Fasnacht, Pessach, Ramadan, Holi, Divali
"
"NMG","NMG.12.4","NMG.12.4.d","2,3a","können säkulare Gedenkanlässe und Feiertage beschreiben und ihre Bedeutung erläutern (z.B. Bundesfeier, Tag der Arbeit, Tag der Menschenrechte, regionale Feste).
"
"NMG","NMG.12.5","NMG.12.5.a","1","nehmen wahr und erkennen, wie sich Religionen im Leben von Menschen zeigen und was sie ihnen bedeuten.
"
"NMG","NMG.12.5","NMG.12.5.b","1","können einzelne Elemente (z.B. Feste, Gebäude, Gegenstände) der entsprechenden Religion zuordnen.
"
"NMG","NMG.12.5","NMG.12.5.c","2","können untersuchen, wie Menschen mit ihren religiösen und säkularen Vorstellungen, Überzeugungen und Ausdrucksweisen ihr Leben gestalten und sie können ihnen respektvoll begegnen.
"
"NMG","NMG.12.5","NMG.12.5.d","2","können verschiedene Religionen und Konfessionen benennen und anhand elementarer Merkmale beschreiben und unterscheiden (z.B. Feste, Gebäude, Gegenstände, Geschichten, Lehren).
"
"NMG","NMG.12.5","NMG.12.5.e","2,3a","können Gemeinsamkeiten und Bezüge zwischen Judentum, Christentum und Islam an Beispielen erläutern.
"
"BS","BS.1.A.1","BS.1.A.1.1a","1","können schnell laufen (z.B. Fangspiele, auf ein Signal weglaufen).
"
"BS","BS.1.A.1","BS.1.A.1.1b","1","können auf den Fussballen schnell laufen.
"
"BS","BS.1.A.1","BS.1.A.1.c","1,2a","können aus verschiedenen Positionen schnell starten und eine kurze Strecke maximal schnell laufen.
"
"BS","BS.1.A.1","BS.1.A.1.1d","2a","können wichtige Merkmale der Schnelllauftechnik nennen und anwenden.
"
"BS","BS.1.A.1","BS.1.A.1.e","2b,3a","können auf den Fussballen schnell über tiefe Hindernisse laufen.
"
"BS","BS.1.A.1","BS.1.A.1.1f","3a","können auf den Fussballen schnell und rhythmisch über Hindernisse laufen.
"
"BS","BS.1.A.1","BS.1.A.1.1g","3bo","können wichtige Merkmale der Schnelllauftechnik im Hürdenlauf anwenden.
"
"BS","BS.1.A.1","BS.1.A.1.2a","1","können die eigene Anstrengung und Erholung wahrnehmen.
"
"BS","BS.1.A.1","BS.1.A.1.2b","1","können nach kurzen Erholungspausen erneut intensiv laufen.
"
"BS","BS.1.A.1","BS.1.A.1.2c","1,2a","können nach einer intensiven Laufbelastung beschreiben, wie sich Anstrengung und Erholung im Körper anfühlen.
"
"BS","BS.1.A.1","BS.1.A.1.2d","2a","können während einer längeren Laufbelastung die Laufgeschwindigkeit anpassen.
"
"BS","BS.1.A.1","BS.1.A.1.2e","2b,3a","können ihr Alter in Minuten laufen und wissen, dass regelmässiges Trainieren für die Leistungssteigerung entscheidend ist.
"
"BS","BS.1.A.1","BS.1.A.1.2f","3a","können ihr Alter in Minuten laufen. Sie können erklären, wie Ausdauer trainiert wird, und wissen, welche Prozesse im Körper ablaufen.
"
"BS","BS.1.A.1","BS.1.A.1.2g","3bo","können verschiedene Ausdauertrainingsmethoden erklären, ausführen und ihre Leistungsentwicklung begründen.
"
"BS","BS.1.A.1","BS.1.A.1.3a","1","können sich in der Sporthalle und auf dem Pausenplatz selbstständig zurechtfinden.
"
"BS","BS.1.A.1","BS.1.A.1.3b","1","können sich auf dem Schulgelände im Laufen orientieren.
"
"BS","BS.1.A.1","BS.1.A.1.3c","1","können sich beim Laufen mit Orientierungshilfen zurechtfinden (z.B. Foto-OL, Schatzsuche, Schnitzeljagd).
"
"BS","BS.1.A.1","BS.1.A.1.3d","2a","können sich beim Laufen auf dem Schulgelände mit einem Plan orientieren.
"
"BS","BS.1.A.1","BS.1.A.1.3e","2b","können sich beim Laufen in der Schulgemeinde mit einem Plan orientieren.
"
"BS","BS.1.A.1","BS.1.A.1.3f","3a","können im Gelände oder im Wald eine Route mit einer Karte ablaufen.
"
"BS","BS.1.A.1","BS.1.A.1.3g","3bo","können erklären, worauf sie beim Orientieren mit der Karte achten und wenden dies im Orientierungslauf an.
"
"BS","BS.1.B.1","BS.1.B.1.1a","1","können rhythmisch hüpfen (z.B. Galopp, Einbeinhüpfen, Hampelmann).
"
"BS","BS.1.B.1","BS.1.B.1.1b","1","können verschiedene Hüpf- und Sprungformen mit Material springen (z.B. Gummitwist, Reifen).
"
"BS","BS.1.B.1","BS.1.B.1.1c","1,2a","können seilspringen.
"
"BS","BS.1.B.1","BS.1.B.1.1d","2a","können verschiedene Tricks mit dem Seil springen (z.B. Kreuzen, Partnerformen).
"
"BS","BS.1.B.1","BS.1.B.1.1e","3a","können verschiedene Hüpf- und Sprungfolgen ohne und mit Material kombinieren (z.B. Spring- und Schwungseil).
"
"BS","BS.1.B.1","BS.1.B.1.1f","3bo","können Sprünge und Tricks den Mitschülerinnen und Mitschülern weitergeben.
"
"BS","BS.1.B.1","BS.1.B.1.2a","1","können einbeinig und beidbeinig in die Weite springen.
"
"BS","BS.1.B.1","BS.1.B.1.2b","1","können mit Anlauf mit dem rechten und linken Bein abspringen (z.B. über einen Graben).
"
"BS","BS.1.B.1","BS.1.B.1.2c","2a","können mit Mehrfachsprüngen eine Strecke springen.
"
"BS","BS.1.B.1","BS.1.B.1.2d","2a","können wichtige Merkmale der Weitsprungtechnik (Schrittsprung) nennen und mit dem rechten und linken Bein ab- und in die Weite springen.
"
"BS","BS.1.B.1","BS.1.B.1.2e","2b,3a","können die Anlaufgeschwindigkeit in einen weiten Sprung umsetzen.
"
"BS","BS.1.B.1","BS.1.B.1.2f","3a","können wichtige Merkmale der Weitsprungtechnik anwenden.
"
"BS","BS.1.B.1","BS.1.B.1.2g","3bo","können wichtige Merkmale der Weitsprungtechnik bei Mitschülerinnen und Mitschülern beobachten und rückmelden.
"
"BS","BS.1.B.1","BS.1.B.1.3a","1","können einbeinig und beidbeinig in die Höhe springen.
"
"BS","BS.1.B.1","BS.1.B.1.3b","1","können mit Anlauf mit dem rechten und linken Bein über tiefe Hindernisse springen.
"
"BS","BS.1.B.1","BS.1.B.1.3c","2a","können mit aufrechtem Oberkörper und deutlichem Schwungbeineinsatz mit dem rechten und linken Bein in die Höhe springen.
"
"BS","BS.1.B.1","BS.1.B.1.3d","2a","können wichtige Merkmale des Springens in die Höhe nennen, mit dem rechten und linken Bein abspringen und in einer Hochsprungtechnik in die Höhe springen (z.B. Schersprung).
"
"BS","BS.1.B.1","BS.1.B.1.3e","2b,3a","können den Steigerungslauf in einen hohen Sprung umsetzen.
"
"BS","BS.1.B.1","BS.1.B.1.3f","3a","können wichtige Merkmale einer Hochsprungtechnik (z.B. Fosbury-Flop) anwenden und die eigene Leistung realistisch einschätzen.
"
"BS","BS.1.B.1","BS.1.B.1.3g","3bo","können wichtige Merkmale der Hochsprungtechnik bei Mitschülerinnen und Mitschülern beobachten und rückmelden.
"
"BS","BS.1.C.1","BS.1.C.1.1a","1","können Gegenstände in die Weite werfen.
"
"BS","BS.1.C.1","BS.1.C.1.1b","1","können Gegenstände mit der rechten und der linken Hand in die Weite werfen (Standwurf).
"
"BS","BS.1.C.1","BS.1.C.1.1c","2a","können wichtige Merkmale der Wurftechnik mit 3-Schrittanlauf nennen und anwenden.
"
"BS","BS.1.C.1","BS.1.C.1.1d","2b,3a","können einen Schleuderwurf aus dem Stand ausführen (z.B. zusammengeknotetes Seil).
"
"BS","BS.1.C.1","BS.1.C.1.1e","3a","können wichtige Merkmale der Wurftechnik mit 5-Schrittanlauf nennen und anwenden (z.B. Ball, Speer).
"
"BS","BS.1.C.1","BS.1.C.1.1f","3bo","können einen Gegenstand aus einer Drehung schleudern (z.B. Velopneu).
"
"BS","BS.1.C.1","BS.1.C.1.1g","3bo","können wichtige Merkmale des Werfens und Schleuderns bei Mitschülerinnen und Mitschülern beobachten und rückmelden.
"
"BS","BS.1.C.1","BS.1.C.1.1h","3bo","können wichtige Merkmale des Speerwerfens oder des Drehwerfens nennen und anwenden.
"
"BS","BS.1.C.1","BS.1.C.1.2a","2b,3a","können einen Gegenstand mit einer Ganzkörperstreckung weit stossen (z.B. Medizinball).
"
"BS","BS.1.C.1","BS.1.C.1.2b","3a","können wichtige Merkmale der Kugelstosstechnik nennen und beim Stossen anwenden.
"
"BS","BS.1.C.1","BS.1.C.1.2c","3bo","können eine Kugel weit stossen und wichtige Merkmale bei Mitschülerinnen und Mitschülern beobachten und rückmelden.
"
"BS","BS.2.A.1","BS.2.A.1.1a","1","können auf einer schmalen Unterlage balancieren (z.B. über Langbank gehen).
"
"BS","BS.2.A.1","BS.2.A.1.1b","1","können auf einer schmalen Unterlage auf verschiedene Arten balancieren (z.B. rückwärts, seitwärts, mit Drehung).
"
"BS","BS.2.A.1","BS.2.A.1.1c","1,2a","können auf labilen Geräten balancieren (z.B. Stelzen, Wippe, Balancebrett, Pedalo).
"
"BS","BS.2.A.1","BS.2.A.1.1d","2a","können auf Geräten unter erschwerten Bedingungen balancieren (z.B. schmaler, labiler, höher, mit Zusatzaufgabe).
"
"BS","BS.2.A.1","BS.2.A.1.1e","2b,3a","können eine Bewegungsfolge zum Balancieren ausführen.
"
"BS","BS.2.A.1","BS.2.A.1.1f","3a","können auf schwierigen, anspruchsvollen Geräten balancieren (z.B. Slackline).
"
"BS","BS.2.A.1","BS.2.A.1.2a","1","können auf einer schiefen Ebene rollen und drehen.
"
"BS","BS.2.A.1","BS.2.A.1.2b","1","können eine Rolle vorwärts ausführen.
"
"BS","BS.2.A.1","BS.2.A.1.2c","1,2a","können an verschiedenen Geräten rollen und drehen (vorwärts, rückwärts, seitwärts).
"
"BS","BS.2.A.1","BS.2.A.1.2d","2a","können Roll- und Drehbewegungen ausführen (z.B. Rad, Drehen an den Ringen, Felgaufschwung).
"
"BS","BS.2.A.1","BS.2.A.1.2e","2b,3a","können eine Bewegungsfolge zum Rollen-Drehen ausführen.
"
"BS","BS.2.A.1","BS.2.A.1.2f","3a","können Roll- und Drehbewegungen unter erschwerten Bedingungen ausführen (z.B. Rolle vorwärts mit Minitrampolin auf den Mattentisch, Handstand abrollen).
"
"BS","BS.2.A.1","BS.2.A.1.2g","3bo","können Roll- oder Drehbewegungen mit Flugphase kontrolliert ausführen (z.B. Salto vorwärts).
"
"BS","BS.2.A.1","BS.2.A.1.3a","1","können an und auf verschiedenen Geräten schaukeln.
"
"BS","BS.2.A.1","BS.2.A.1.3b","1","können im Schaukeln und Schwingen den Umkehrpunkt wahrnehmen (z.B. Schaukeln an den Ringen).
"
"BS","BS.2.A.1","BS.2.A.1.3c","1,2a","können rhythmisch an den Ringen schaukeln.
"
"BS","BS.2.A.1","BS.2.A.1.3d","2a","können das Schaukeln und Schwingen mit Elementen ergänzen (z.B. halbe Drehung an den Ringen, Grätschsitz am Barren).
"
"BS","BS.2.A.1","BS.2.A.1.3e","3a","können eine Bewegungsfolge zum Schaukeln (z.B. an den Ringen) oder zum Schwingen (z.B. am Barren) ausführen.
"
"BS","BS.2.A.1","BS.2.A.1.3f","3bo","können eine Bewegungsfolge unter erschwerten Bedingungen ausführen (z.B. synchron, zu Musik).
"
"BS","BS.2.A.1","BS.2.A.1.4a","1","können sich stützend und hangelnd an Geräten bewegen.
"
"BS","BS.2.A.1","BS.2.A.1.4b","1","können kontrolliert niederspringen.
"
"BS","BS.2.A.1","BS.2.A.1.4c","1","können beidbeinig vom Sprunggerät (z.B. Reutherbrett, Minitrampolin) abspringen und kontrolliert landen.
"
"BS","BS.2.A.1","BS.2.A.1.4d","1,2a","können verschiedene Hindernisse in einer Folge stützend und kletternd bewältigen (z.B. Barren, Bock, Sprossenwand, Kasten).
"
"BS","BS.2.A.1","BS.2.A.1.4e","2a","können kraftvoll vom Sprunggerät abspringen, im Flug Bewegungen ausführen (z.B. Strecksprung, Grätsche) und kontrolliert landen.
"
"BS","BS.2.A.1","BS.2.A.1.4f","2b,3a","können eine Folge von Hindernissen ökonomisch überwinden.
"
"BS","BS.2.A.1","BS.2.A.1.4g","3a","können das Überwinden von Hindernissen variabel gestalten.
"
"BS","BS.2.A.1","BS.2.A.1.4h","3bo","können Überkopf-Stützsprünge ausführen (z.B. Hochwende, Handstandüberschlag).
"
"BS","BS.2.A.1","BS.2.A.1.5a","1","können Wagnissituationen wahrnehmen und Emotionen benennen (z.B. Freude, Angst).
"
"BS","BS.2.A.1","BS.2.A.1.5b","1","können Wagnissituationen unter Anleitung reflektieren (z.B. Risiko einschätzen).
"
"BS","BS.2.A.1","BS.2.A.1.5c","2a","können sich in Wagnissituationen realistisch einschätzen.
"
"BS","BS.2.A.1","BS.2.A.1.5d","2b,3a","können in Wagnissituationen verantwortungsbewusst handeln.
"
"BS","BS.2.A.1","BS.2.A.1.5e","3a","können den anderen und sich selbst gegenüber verantwortungsbewusst handeln.
"
"BS","BS.2.A.1","BS.2.A.1.6a","1","können einander führen (z.B. mit taktilen, akustischen, visuellen Signalen).
"
"BS","BS.2.A.1","BS.2.A.1.6b","1","können einander korrekt und sicher tragen.
"
"BS","BS.2.A.1","BS.2.A.1.6c","1,2a","können Geräte benennen, korrekt transportieren und nach Plan aufbauen.
"
"BS","BS.2.A.1","BS.2.A.1.6d","2a","können sich bei Bewegungsaufgaben helfen und sichern (z.B. Handstand, Partner- und Gruppenakrobatik).
"
"BS","BS.2.A.1","BS.2.A.1.6e","2b,3a","können Hilfsgriffe und Sicherheitsmassnahmen situationsgerecht anwenden.
"
"BS","BS.2.A.1","BS.2.A.1.6f","3a","können Bewegungsfolgen an Gerätekombinationen in der Gruppe gestalten und präsentieren.
"
"BS","BS.2.B.1","BS.2.B.1.1a","1","können den Bewegungsumfang der Gelenke wahrnehmen.
"
"BS","BS.2.B.1","BS.2.B.1.1b","1","können den Bewegungsumfang der Gelenke ausnützen sowie den Körper stützen (z.B. im Liegestütz vorlings und rücklings).
"
"BS","BS.2.B.1","BS.2.B.1.1c","1,2a","können den gespannten Körper auf den Händen stützen (z.B. Handstand mit Hilfe).
"
"BS","BS.2.B.1","BS.2.B.1.1d","2a","können unter Anleitung Beweglichkeit und Kraft erhalten und steigern.
"
"BS","BS.2.B.1","BS.2.B.1.1e","3a","können Trainingsgrundsätze für das Verbessern der Beweglichkeit und das Steigern der Kraft erklären und anwenden.
"
"BS","BS.2.B.1","BS.2.B.1.1f","3bo","können selbstständig Beweglichkeit und Kraft trainieren.
"
"BS","BS.2.B.1","BS.2.B.1.2a","1","können den Körper als schlaff und gespannt wahrnehmen (z.B. Marionette).
"
"BS","BS.2.B.1","BS.2.B.1.2b","1,2a","können den Körper in statischen I-Posen anspannen (z.B. Brett am Boden).
"
"BS","BS.2.B.1","BS.2.B.1.2c","2a","können die Kernposen (C+, C-, I) in Bewegung gezielt anwenden (z.B. beim Schaukeln an den Ringen, Strecksprung).
"
"BS","BS.2.B.1","BS.2.B.1.2d","3a","können den Körper in Bewegungsabläufen im richtigen Moment anspannen und entspannen.
"
"BS","BS.3.A.1","BS.3.A.1.a","1","können die Umwelt und sich mit verschiedenen Sinnen wahrnehmen (z.B. taktil, kinästhetisch, vestibulär) sowie Körperteile unterscheiden und benennen.
"
"BS","BS.3.A.1","BS.3.A.1.b","1","können die Stellung des Körpers im Raum wahrnehmen (z.B. Aufstellung auf einer Linie, im Kreis, in versetzten Reihen).
"
"BS","BS.3.A.1","BS.3.A.1.c","1,2a","können Körperteile gezielt steuern.
"
"BS","BS.3.A.1","BS.3.A.1.d","2a","können Bewegungsanweisungen verstehen und umsetzen (z.B. Korrekturen umsetzen).
"
"BS","BS.3.A.1","BS.3.A.1.e","2a","können Körperteile isoliert bewegen (z.B. Schultern, Kopf, Hüfte).
"
"BS","BS.3.A.1","BS.3.A.1.f","2b,3a","können auf die Qualität der Bewegung und auf die Körperhaltung achten (Wie stehe ich? Wie fühlt sich die Bewegung an?).
"
"BS","BS.3.A.1","BS.3.A.1.g","3a","können sich in der Bewegungsausführung spüren und korrigieren.
"
"BS","BS.3.A.1","BS.3.A.1.h","3bo","können ein Verständnis für den Zusammenhang von Steuerung und Bewegungsqualität entwickeln.
"
"BS","BS.3.B.1","BS.3.B.1.1a","1","können sich zu Liedern, Versen und Bildern bewegen und deren Inhalte improvisierend darstellen (z.B. Sing- und Bewegungsspiele).
"
"BS","BS.3.B.1","BS.3.B.1.1b","1","können Bewegungen imitieren und sich in verschiedenen Rollen erleben (z.B. Pantomime).
"
"BS","BS.3.B.1","BS.3.B.1.1c","1,2a","können Gefühle darstellen und dazu eigene Bewegungen finden.
"
"BS","BS.3.B.1","BS.3.B.1.1d","2a","können Bewegungen verbinden und ausdrucksvoll gestalten.
"
"BS","BS.3.B.1","BS.3.B.1.1e","2b,3a","können eine Bewegungsfolge nach den Kriterien Raum, Zeit und Energie variieren und gestalten.
"
"BS","BS.3.B.1","BS.3.B.1.1f","3a","können eine Bewegungsfolge choreografieren und präsentieren.
"
"BS","BS.3.B.1","BS.3.B.1.2a","1","können einen Gegenstand entsprechend seinen Eigenschaften bewegen (z.B. Ballon in der Luft halten, Reif drehen).
"
"BS","BS.3.B.1","BS.3.B.1.2b","1","können einen Gegenstand mit der rechten und der linken Hand aufwerfen und fangen (z.B. Sandsäckli, Jonglierball).
"
"BS","BS.3.B.1","BS.3.B.1.2c","1,2a","können Bewegungsformen mit verschiedenen Materialien ausführen (z.B. Seil, Reif, Zeitung).
"
"BS","BS.3.B.1","BS.3.B.1.2d","2a","können Bewegungskunststücke mit Material präsentieren (z.B. mit Ball, Diabolo, Band).
"
"BS","BS.3.B.1","BS.3.B.1.2e","2b,3a","können eine Folge von Bewegungskunststücken ausführen (mit drei Bällen jonglieren).
"
"BS","BS.3.B.1","BS.3.B.1.2f","3a","können eine Folge von Bewegungskunststücken choreografieren und präsentieren (z.B. mit Musik).
"
"BS","BS.3.B.1","BS.3.B.1.2g","3bo","können Bewegungskunststücke vermitteln.
"
"BS","BS.3.C.1","BS.3.C.1.1a","1","können ihre Bewegungen der Musik anpassen (z.B. Tempo, Bewegungsumfang).
"
"BS","BS.3.C.1","BS.3.C.1.1b","1","können sich im Metrum bewegen (z.B. im Puls laufen, springen).
"
"BS","BS.3.C.1","BS.3.C.1.1c","2a","können sich zu akzentuierter Musik im Rhythmus bewegen (z.B. gehen, laufen, hüpfen).
"
"BS","BS.3.C.1","BS.3.C.1.1d","3a","können verschiedene Taktarten und Musikstile rhythmisch interpretieren.
"
"BS","BS.3.C.1","BS.3.C.1.1e","3bo","können die Struktur der Musik erkennen und dazu eine eigene Bewegungsfolge erarbeiten.
"
"BS","BS.3.C.1","BS.3.C.1.2a","1","können sich gegensätzlich bewegen (z.B. leicht/schwer, schnell/langsam, hoch/tief).
"
"BS","BS.3.C.1","BS.3.C.1.2b","1","können sich auf verschiedene Arten tänzerisch bewegen (z.B. gehend, laufend, hüpfend).
"
"BS","BS.3.C.1","BS.3.C.1.2c","2a","können tanzspezifische Bewegungen (z.B. drehen, springen) unter Einbezug der Raumwege ausführen (z.B. vorwärts, rückwärts, diagonal, Platzwechsel).
"
"BS","BS.3.C.1","BS.3.C.1.2d","2b","können tanzspezifische Bewegungsmuster zu Bewegungsfolgen verbinden und tanzen (z.B. Volkstanz).
"
"BS","BS.3.C.1","BS.3.C.1.2e","2b,3a","können Bewegungsmuster aus verschiedenen Tanzstilen erkennen und tanzen (z.B. Streetdance, Rock'n'Roll, Standardtänze).
"
"BS","BS.3.C.1","BS.3.C.1.2f","3a","können sich Tanzchoreographien einprägen und präsentieren.
"
"BS","BS.3.C.1","BS.3.C.1.2g","3bo","können den Körper als Ausdrucks-, Darstellungs- und Kommunikationsmittel einsetzen (z.B. Improvisationstanz).
"
"BS","BS.3.C.1","BS.3.C.1.3a","1","können sich in der Gruppe bewegen und respektvoll verhalten.
"
"BS","BS.3.C.1","BS.3.C.1.3b","1","können den eigenen Bewegungsausdruck wertschätzen.
"
"BS","BS.3.C.1","BS.3.C.1.3c","2a","können dem Bewegungsausdruck von anderen respektvoll begegnen.
"
"BS","BS.3.C.1","BS.3.C.1.3d","3a","können in Gestaltungsprozessen respektvoll miteinander umgehen.
"
"BS","BS.4.A.1","BS.4.A.1.a","1","können vorgegebene Rollen in Spielen erkennen (z.B. Fänger und Verfolgte).
"
"BS","BS.4.A.1","BS.4.A.1.b","1","können in unterschiedlichen Rollen an Spielen teilnehmen und die Regeln einhalten (z.B. Fangspiele, Kreisspiele, Singspiele, Platzsuchspiele).
"
"BS","BS.4.A.1","BS.4.A.1.c","1,2a","können sich während des Spiels in unterschiedliche Rollen versetzen und entsprechend handeln (z.B. Wechsel zwischen Ballbesitzer und Balleroberer).
"
"BS","BS.4.A.1","BS.4.A.1.d","2a","können Spiele unter den Aspekten Regeln, Spielfeld, Spielobjekt, Team, Rollen verändern und selbstständig spielen.
"
"BS","BS.4.A.1","BS.4.A.1.e","2b,3a","können faires Verhalten und Regelübertretungen bei sich und anderen erkennen und signalisieren.
"
"BS","BS.4.A.1","BS.4.A.1.f","3a","können Spiele weiterentwickeln, erfinden (z.B. Spielidee, Regeln, Material), selbstständig und fair spielen.
"
"BS","BS.4.A.1","BS.4.A.1.g","3bo","können Konflikte im Spiel konstruktiv bearbeiten und bewältigen.
"
