level_code,level_text,subject_code,subject_name,subject_nick,subject_color,comptetence_code,competence_title,competence_text,cycle_code,cycle_name,cycle_ladder,cycle_optional
NMG.12.2.b,"können zum Leben bedeutender Gestalten aus verschiedenen Religionen Geschichten erzählen. Verbindliche Inhalte: Mose, Jesus, Mohammed, Buddha
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.2,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen","Die Schülerinnen und Schüler können Inhalt, Sprachform und Gebrauch religiöser Texte erläutern.",1,Kindergarten - 2. Klasse,12,0
NMG.12.2.c,"können erläutern, wie religiöse Texte und Schriften traditionell verwendet werden. Verbindliche Inhalte: Bibel, Torah, Koran, Pali-Kanon, Veden; Gebet, Gottesdienst, Fest; Erzählen, Vortragen, Kalligraphieren, Memorieren
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.2,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen","Die Schülerinnen und Schüler können Inhalt, Sprachform und Gebrauch religiöser Texte erläutern.",2a,3. - 4. Klasse,3,0
NMG.12.2.d,"können in Texten verschiedener Religionen religiöse Vorstellungen erkennen (z.B. Jenseitsvorstellungen, Gebote, Wunder, Gestalten).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.2,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen","Die Schülerinnen und Schüler können Inhalt, Sprachform und Gebrauch religiöser Texte erläutern.","2b,3a",5. - 8. Klasse,45,0
NMG.12.2.e,"können religiöse Sprachformen erkennen und von geschichtlichen Darstellungen und naturwissenschaftlichen Erkenntnissen unterscheiden. Schöpfungsmythen, Legenden, Gleichnisse
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.2,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen","Die Schülerinnen und Schüler können Inhalt, Sprachform und Gebrauch religiöser Texte erläutern.","2b,3a",5. - 8. Klasse,45,0
NMG.12.3.a,"können Rituale im Tagesablauf erkennen (z.B. Tischrituale, Gutenacht-Ritual, Verabschiedung, Gebet).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.3,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können religiöse Praxis im lebensweltlichen Kontext beschreiben.,1,Kindergarten - 2. Klasse,12,0
NMG.12.3.b,"können Merkmale von Ritualen wahrnehmen und über ihre Wirkung sprechen (z.B. Wiederholung, bestimmte Handlung/Zeichen, benutzte Gegenstände).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.3,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können religiöse Praxis im lebensweltlichen Kontext beschreiben.,1,Kindergarten - 2. Klasse,12,0
NMG.12.3.c,"können anhand von Gebäuden Rituale und Bräuche in Religionen beschreiben. Kirche, Moschee, Synagoge, Tempel; Gebet, Gottesdienst, Segen
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.3,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können religiöse Praxis im lebensweltlichen Kontext beschreiben.,2,3. - 6. Klasse,34,0
NMG.12.3.d,"können zu Bräuchen (z.B. Fasten, Kleidung) und ausgewählten Ritualen im Lebenslauf (z.B. Geburtsrituale, Hochzeit, Begräbnis) Hintergrundwissen erschliessen und sie den entsprechenden Religionen zuordnen.
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.3,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können religiöse Praxis im lebensweltlichen Kontext beschreiben.,2,3. - 6. Klasse,34,0
NMG.12.3.e,"können Rituale und Bräuche der Religionen miteinander vergleichen und Unterschiede in der Praxis beschreiben (z.B. regionale und konfessionelle Unterschiede).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.3,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können religiöse Praxis im lebensweltlichen Kontext beschreiben.,"2b,3a",5. - 8. Klasse,45,0
NMG.12.4.a,"können von Festanlässen in der Familie oder der Umgebung erzählen (z.B. Geburtstag, Weihnachten) und Merkmale benennen (z.B. Vorbereitung, Rollen, Rituale, Gegenstände).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.4,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können Festtraditionen charakterisieren.,1,Kindergarten - 2. Klasse,12,0
NMG.12.4.b,"können einige Feste verschiedener Religionen beschreiben, über die Funktion von Festen nachdenken (z.B. Gemeinschaft, Erinnerung, Freude) und vergleichbare Elemente erkennen (z.B. Speisen, Dekoration, Gaben, Besuche, Geschichten).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.4,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können Festtraditionen charakterisieren.,1,Kindergarten - 2. Klasse,12,0
NMG.12.4.c,"können Hauptfeste des christlichen Kirchenjahres, Brauchtum und Festzeiten verschiedener Religionen anhand ihrer Bräuche und Erzählungen erläutern und miteinander vergleichen. Verbindliche Inhalte: Weihnachten, Ostern, Fasnacht, Pessach, Ramadan, Holi, Divali
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.4,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können Festtraditionen charakterisieren.,2,3. - 6. Klasse,34,0
NMG.12.4.d,"können säkulare Gedenkanlässe und Feiertage beschreiben und ihre Bedeutung erläutern (z.B. Bundesfeier, Tag der Arbeit, Tag der Menschenrechte, regionale Feste).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.4,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können Festtraditionen charakterisieren.,"2,3a",3. - 8. Klasse,345,0
NMG.12.5.a,"nehmen wahr und erkennen, wie sich Religionen im Leben von Menschen zeigen und was sie ihnen bedeuten.
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.5,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können sich in der Vielfalt religiöser Traditionen und Weltanschauungen orientieren und verschiedenen Überzeugungen respektvoll begegnen.,1,Kindergarten - 2. Klasse,12,0
NMG.12.5.b,"können einzelne Elemente (z.B. Feste, Gebäude, Gegenstände) der entsprechenden Religion zuordnen.
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.5,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können sich in der Vielfalt religiöser Traditionen und Weltanschauungen orientieren und verschiedenen Überzeugungen respektvoll begegnen.,1,Kindergarten - 2. Klasse,12,0
NMG.12.5.c,"können untersuchen, wie Menschen mit ihren religiösen und säkularen Vorstellungen, Überzeugungen und Ausdrucksweisen ihr Leben gestalten und sie können ihnen respektvoll begegnen.
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.5,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können sich in der Vielfalt religiöser Traditionen und Weltanschauungen orientieren und verschiedenen Überzeugungen respektvoll begegnen.,2,3. - 6. Klasse,34,0
NMG.12.5.d,"können verschiedene Religionen und Konfessionen benennen und anhand elementarer Merkmale beschreiben und unterscheiden (z.B. Feste, Gebäude, Gegenstände, Geschichten, Lehren).
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.5,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können sich in der Vielfalt religiöser Traditionen und Weltanschauungen orientieren und verschiedenen Überzeugungen respektvoll begegnen.,2,3. - 6. Klasse,34,0
NMG.12.5.e,"können Gemeinsamkeiten und Bezüge zwischen Judentum, Christentum und Islam an Beispielen erläutern.
",NMG,"Natur, Mensch, Gesellschaft",NMG,#ceffcc,NMG.12.5,"Natur, Mensch, Gesellschaft.Religionen und Weltsichten begegnen",Die Schülerinnen und Schüler können sich in der Vielfalt religiöser Traditionen und Weltanschauungen orientieren und verschiedenen Überzeugungen respektvoll begegnen.,"2,3a",3. - 8. Klasse,345,0
BS.1.A.1.1a,"können schnell laufen (z.B. Fangspiele, auf ein Signal weglaufen).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.1b,"können auf den Fussballen schnell laufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.c,"können aus verschiedenen Positionen schnell starten und eine kurze Strecke maximal schnell laufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.","1,2a",Kindergarten - 4. Klasse,123,0
BS.1.A.1.1d,"können wichtige Merkmale der Schnelllauftechnik nennen und anwenden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",2a,3. - 4. Klasse,3,0
BS.1.A.1.e,"können auf den Fussballen schnell über tiefe Hindernisse laufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.","2b,3a",5. - 8. Klasse,45,0
BS.1.A.1.1f,"können auf den Fussballen schnell und rhythmisch über Hindernisse laufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",3a,7. - 8. Klasse,5,0
BS.1.A.1.1g,"können wichtige Merkmale der Schnelllauftechnik im Hürdenlauf anwenden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",3bo,9. Klasse,6,1
BS.1.A.1.2a,"können die eigene Anstrengung und Erholung wahrnehmen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.2b,"können nach kurzen Erholungspausen erneut intensiv laufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.2c,"können nach einer intensiven Laufbelastung beschreiben, wie sich Anstrengung und Erholung im Körper anfühlen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.","1,2a",Kindergarten - 4. Klasse,123,0
BS.1.A.1.2d,"können während einer längeren Laufbelastung die Laufgeschwindigkeit anpassen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",2a,3. - 4. Klasse,3,0
BS.1.A.1.2e,"können ihr Alter in Minuten laufen und wissen, dass regelmässiges Trainieren für die Leistungssteigerung entscheidend ist.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.","2b,3a",5. - 8. Klasse,45,0
BS.1.A.1.2f,"können ihr Alter in Minuten laufen. Sie können erklären, wie Ausdauer trainiert wird, und wissen, welche Prozesse im Körper ablaufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",3a,7. - 8. Klasse,5,0
BS.1.A.1.2g,"können verschiedene Ausdauertrainingsmethoden erklären, ausführen und ihre Leistungsentwicklung begründen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",3bo,9. Klasse,6,1
BS.1.A.1.3a,"können sich in der Sporthalle und auf dem Pausenplatz selbstständig zurechtfinden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.3b,"können sich auf dem Schulgelände im Laufen orientieren.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.3c,"können sich beim Laufen mit Orientierungshilfen zurechtfinden (z.B. Foto-OL, Schatzsuche, Schnitzeljagd).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",1,Kindergarten - 2. Klasse,12,0
BS.1.A.1.3d,"können sich beim Laufen auf dem Schulgelände mit einem Plan orientieren.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",2a,3. - 4. Klasse,3,0
BS.1.A.1.3e,"können sich beim Laufen in der Schulgemeinde mit einem Plan orientieren.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",2b,5. - 6. Klasse,4,0
BS.1.A.1.3f,"können im Gelände oder im Wald eine Route mit einer Karte ablaufen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",3a,7. - 8. Klasse,5,0
BS.1.A.1.3g,"können erklären, worauf sie beim Orientieren mit der Karte achten und wenden dies im Orientierungslauf an.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.A.1,"Bewegung und Sport.Laufen, Springen, Werfen.Laufen"," Schülerinnen und Schüler können schnell, rhythmisch, über Hindernisse, lang und sich orientierend laufen. Sie kennen die leistungsbestimmenden Merkmale und wissen, wie sie ihre Laufleistungen verbessern können.",3bo,9. Klasse,6,1
BS.1.B.1.1a,"können rhythmisch hüpfen (z.B. Galopp, Einbeinhüpfen, Hampelmann).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,1,Kindergarten - 2. Klasse,12,0
BS.1.B.1.1b,"können verschiedene Hüpf- und Sprungformen mit Material springen (z.B. Gummitwist, Reifen).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,1,Kindergarten - 2. Klasse,12,0
BS.1.B.1.1c,"können seilspringen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,"1,2a",Kindergarten - 4. Klasse,123,0
BS.1.B.1.1d,"können verschiedene Tricks mit dem Seil springen (z.B. Kreuzen, Partnerformen).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,2a,3. - 4. Klasse,3,0
BS.1.B.1.1e,"können verschiedene Hüpf- und Sprungfolgen ohne und mit Material kombinieren (z.B. Spring- und Schwungseil).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,3a,7. - 8. Klasse,5,0
BS.1.B.1.1f,"können Sprünge und Tricks den Mitschülerinnen und Mitschülern weitergeben.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,3bo,9. Klasse,6,1
BS.1.B.1.2a,"können einbeinig und beidbeinig in die Weite springen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,1,Kindergarten - 2. Klasse,12,0
BS.1.B.1.2b,"können mit Anlauf mit dem rechten und linken Bein abspringen (z.B. über einen Graben).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,1,Kindergarten - 2. Klasse,12,0
BS.1.B.1.2c,"können mit Mehrfachsprüngen eine Strecke springen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,2a,3. - 4. Klasse,3,0
BS.1.B.1.2d,"können wichtige Merkmale der Weitsprungtechnik (Schrittsprung) nennen und mit dem rechten und linken Bein ab- und in die Weite springen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,2a,3. - 4. Klasse,3,0
BS.1.B.1.2e,"können die Anlaufgeschwindigkeit in einen weiten Sprung umsetzen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,"2b,3a",5. - 8. Klasse,45,0
BS.1.B.1.2f,"können wichtige Merkmale der Weitsprungtechnik anwenden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,3a,7. - 8. Klasse,5,0
BS.1.B.1.2g,"können wichtige Merkmale der Weitsprungtechnik bei Mitschülerinnen und Mitschülern beobachten und rückmelden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,3bo,9. Klasse,6,1
BS.1.B.1.3a,"können einbeinig und beidbeinig in die Höhe springen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,1,Kindergarten - 2. Klasse,12,0
BS.1.B.1.3b,"können mit Anlauf mit dem rechten und linken Bein über tiefe Hindernisse springen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,1,Kindergarten - 2. Klasse,12,0
BS.1.B.1.3c,"können mit aufrechtem Oberkörper und deutlichem Schwungbeineinsatz mit dem rechten und linken Bein in die Höhe springen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,2a,3. - 4. Klasse,3,0
BS.1.B.1.3d,"können wichtige Merkmale des Springens in die Höhe nennen, mit dem rechten und linken Bein abspringen und in einer Hochsprungtechnik in die Höhe springen (z.B. Schersprung).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,2a,3. - 4. Klasse,3,0
BS.1.B.1.3e,"können den Steigerungslauf in einen hohen Sprung umsetzen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,"2b,3a",5. - 8. Klasse,45,0
BS.1.B.1.3f,"können wichtige Merkmale einer Hochsprungtechnik (z.B. Fosbury-Flop) anwenden und die eigene Leistung realistisch einschätzen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,3a,7. - 8. Klasse,5,0
BS.1.B.1.3g,"können wichtige Merkmale der Hochsprungtechnik bei Mitschülerinnen und Mitschülern beobachten und rückmelden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.B.1,"Bewegung und Sport.Laufen, Springen, Werfen.Springen", Schülerinnen und Schüler können vielseitig weit und hoch springen. Sie kennen die leistungsbestimmenden Merkmale und können ihre Leistung realistisch einschätzen.,3bo,9. Klasse,6,1
BS.1.C.1.1a,"können Gegenstände in die Weite werfen.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.C.1,"Bewegung und Sport.Laufen, Springen, Werfen.Werfen"," Schülerinnen und Schüler können Gegenstände weit werfen, stossen, schleudern und kennen die leistungsbestimmenden Merkmale.",1,Kindergarten - 2. Klasse,12,0
BS.1.C.1.1b,"können Gegenstände mit der rechten und der linken Hand in die Weite werfen (Standwurf).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.C.1,"Bewegung und Sport.Laufen, Springen, Werfen.Werfen"," Schülerinnen und Schüler können Gegenstände weit werfen, stossen, schleudern und kennen die leistungsbestimmenden Merkmale.",1,Kindergarten - 2. Klasse,12,0
BS.1.C.1.1c,"können wichtige Merkmale der Wurftechnik mit 3-Schrittanlauf nennen und anwenden.
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.C.1,"Bewegung und Sport.Laufen, Springen, Werfen.Werfen"," Schülerinnen und Schüler können Gegenstände weit werfen, stossen, schleudern und kennen die leistungsbestimmenden Merkmale.",2a,3. - 4. Klasse,3,0
BS.1.C.1.1d,"können einen Schleuderwurf aus dem Stand ausführen (z.B. zusammengeknotetes Seil).
",BS,Bewegung und Sport,Sport,#fdffcc,BS.1.C.1,"Bewegung und Sport.Laufen, Springen, Werfen.Werfen"," Schülerinnen und Schüler können Gegenstände weit werfen, stossen, schleudern und kennen die leistungsbestimmenden Merkmale.","2b,3a",5. - 8. Klasse,45,0
